dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,wind_speed,wind_deg,main,description,visibility,snow.1h,wind_gust,rain.1h
06-01-2025 11:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-6.86,-13.38,1027,88,-8.33,100,4.84,201,Clouds,overcast clouds,,,,
06-01-2025 12:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-6.17,-12.52,1027,85,-8.04,100,4.84,205,Clouds,overcast clouds,,,,
06-01-2025 13:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-6.29,-12.67,1027,90,-7.5,100,4.84,203,Clouds,overcast clouds,,,,
06-01-2025 14:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-6.85,-13.19,1027,88,-8.32,100,4.6,201,Clouds,overcast clouds,,,,
06-01-2025 15:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-6.13,-12.03,1027,84,-8.14,100,4.26,199,Clouds,overcast clouds,,,,
06-01-2025 16:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-6.12,-13.12,1027,82,-8.4,0,6.0,210,Clear,clear sky,10000.0,,,
06-01-2025 17:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-6.68,-13.27,1027,83,-8.81,0,5.0,210,Clear,clear sky,10000.0,,,
06-01-2025 18:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-6.84,-13.47,1028,84,-8.84,0,5.0,210,Clear,clear sky,10000.0,,,
06-01-2025 19:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-6.57,-13.13,1028,79,-9.27,0,5.0,210,Clear,clear sky,10000.0,,,
06-01-2025 20:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-7.12,-13.82,1028,79,-9.81,0,5.0,220,Clear,clear sky,10000.0,,,
06-01-2025 21:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-7.64,-14.64,1029,79,-10.32,0,6.0,230,Clear,clear sky,10000.0,,,
06-01-2025 22:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-7.57,-14.57,1029,79,-10.25,0,6.0,230,Clear,clear sky,10000.0,,,
06-01-2025 23:00:00,06-01-2025 09:52:16,06-01-2025 16:59:02,-7.96,-14.96,1029,91,-9.03,40,6.0,220,Clouds,scattered clouds,10000.0,,,
07-01-2025 00:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-8.07,-15.07,1029,87,-9.65,75,6.0,240,Clouds,broken clouds,10000.0,,,
07-01-2025 01:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-8.51,-15.51,1030,89,-9.83,75,5.0,240,Clouds,broken clouds,10000.0,,,
07-01-2025 02:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-8.51,-15.51,1030,89,-9.83,75,5.0,220,Snow,light snow,10000.0,,,
07-01-2025 03:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-7.96,-14.87,1030,89,-9.29,75,5.0,220,Snow,light snow,9000.0,,,
07-01-2025 04:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-8.35,-14.54,1031,88,-9.8,75,4.0,220,Snow,light snow,10000.0,,,
07-01-2025 05:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-8.35,-15.35,1031,88,-9.8,100,5.0,220,Clouds,overcast clouds,10000.0,,,
07-01-2025 06:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-8.35,-13.53,1031,89,-9.67,100,3.0,210,Clouds,overcast clouds,10000.0,,,
07-01-2025 07:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-8.27,-14.44,1031,89,-9.59,100,4.0,220,Clouds,overcast clouds,9000.0,,,
07-01-2025 08:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-8.27,-13.43,1032,90,-9.47,100,3.0,210,Clouds,overcast clouds,10000.0,,,
07-01-2025 09:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-8.35,-13.53,1032,92,-9.3,100,3.0,210,Mist,mist,2300.0,,,
07-01-2025 10:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-8.22,-13.37,1032,92,-9.17,100,3.0,200,Mist,mist,5000.0,,,
07-01-2025 11:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-7.79,-12.86,1032,93,-8.62,100,3.0,210,Snow,light snow,4600.0,,,
07-01-2025 12:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-7.66,-12.7,1032,93,-8.49,100,3.0,210,Snow,snow,1600.0,,,
07-01-2025 13:00:00,07-01-2025 09:51:37,07-01-2025 17:00:32,-7.16,-12.1,1032,92,-8.12,100,3.0,190,Snow,light snow,4700.0,,,
